id_subsistema;nom_subsistema;din_instante;val_cmomediasemanal;val_cmoleve;val_cmomedia;val_cmopesada
N;NORTE;2019-01-04;29.48000000;29.48000000;29.48000000;29.48000000
NE;NORDESTE;2019-01-04;29.94000000;29.48000000;30.55000000;30.55000000
S;SUL;2019-01-04;139.45000000;136.50000000;142.67000000;144.07000000
SE;SUDESTE;2019-01-04;139.45000000;136.50000000;142.67000000;144.07000000
N;NORTE;2019-01-11;104.46000000;103.89000000;105.00000000;105.00000000
NE;NORDESTE;2019-01-11;104.46000000;103.89000000;105.00000000;105.00000000
S;SUL;2019-01-11;140.97000000;138.69000000;142.52000000;143.87000000
SE;SUDESTE;2019-01-11;140.97000000;138.69000000;142.52000000;143.87000000
N;NORTE;2019-01-18;80.44000000;80.44000000;80.44000000;80.44000000
NE;NORDESTE;2019-01-18;80.44000000;80.44000000;80.44000000;80.44000000
S;SUL;2019-01-18;169.20000000;166.91000000;170.62000000;172.26000000
SE;SUDESTE;2019-01-18;169.20000000;166.91000000;170.62000000;172.26000000
N;NORTE;2019-01-25;8.47000000;8.47000000;8.47000000;8.49000000
NE;NORDESTE;2019-01-25;39.79000000;39.79000000;39.79000000;39.79000000
S;SUL;2019-01-25;184.30000000;181.96000000;184.80000000;188.53000000
SE;SUDESTE;2019-01-25;184.30000000;181.96000000;184.80000000;188.53000000
N;NORTE;2019-02-01;81.15000000;80.44000000;81.82000000;81.82000000
NE;NORDESTE;2019-02-01;136.31000000;135.00000000;137.55000000;137.55000000
S;SUL;2019-02-01;346.45000000;342.19000000;347.32000000;354.18000000
SE;SUDESTE;2019-02-01;346.45000000;342.19000000;347.32000000;354.18000000
N;NORTE;2019-02-08;26.72000000;26.40000000;27.02000000;27.02000000
NE;NORDESTE;2019-02-08;140.25000000;135.26000000;145.00000000;145.00000000
S;SUL;2019-02-08;462.48000000;454.30000000;469.38000000;471.32000000
SE;SUDESTE;2019-02-08;462.48000000;454.30000000;469.38000000;471.32000000
N;NORTE;2019-02-15;54.35000000;54.35000000;54.35000000;54.35000000
NE;NORDESTE;2019-02-15;173.77000000;168.59000000;178.71000000;178.71000000
S;SUL;2019-02-15;527.95000000;517.74000000;535.09000000;540.67000000
SE;SUDESTE;2019-02-15;527.95000000;517.74000000;535.09000000;540.67000000
N;NORTE;2019-02-22;33.48000000;32.69000000;34.24000000;34.24000000
NE;NORDESTE;2019-02-22;166.44000000;160.02000000;172.64000000;172.64000000
S;SUL;2019-02-22;464.54000000;455.12000000;472.18000000;475.29000000
SE;SUDESTE;2019-02-22;464.54000000;455.12000000;472.18000000;475.29000000
N;NORTE;2019-03-01;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-03-01;180.44000000;178.71000000;182.09000000;182.09000000
S;SUL;2019-03-01;360.75000000;355.64000000;362.86000000;368.82000000
SE;SUDESTE;2019-03-01;360.75000000;355.64000000;362.86000000;368.82000000
N;NORTE;2019-03-08;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-03-08;155.65000000;148.95000000;164.36000000;164.36000000
S;SUL;2019-03-08;258.44000000;255.22000000;262.26000000;263.10000000
SE;SUDESTE;2019-03-08;258.44000000;255.22000000;262.26000000;263.10000000
N;NORTE;2019-03-15;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-03-15;162.34000000;160.22000000;164.36000000;164.36000000
S;SUL;2019-03-15;258.55000000;254.44000000;260.70000000;264.49000000
SE;SUDESTE;2019-03-15;258.55000000;254.44000000;260.70000000;264.49000000
N;NORTE;2019-03-22;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-03-22;148.97000000;137.17000000;160.22000000;160.22000000
S;SUL;2019-03-22;199.26000000;191.08000000;205.77000000;208.54000000
SE;SUDESTE;2019-03-22;199.26000000;191.08000000;205.77000000;208.54000000
N;NORTE;2019-03-29;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-03-29;160.22000000;160.22000000;160.22000000;160.22000000
S;SUL;2019-03-29;237.34000000;232.67000000;241.68000000;241.92000000
SE;SUDESTE;2019-03-29;237.34000000;232.67000000;241.68000000;241.92000000
N;NORTE;2019-04-05;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-04-05;0E-8;0E-8;0E-8;0E-8
S;SUL;2019-04-05;204.09000000;199.47000000;208.32000000;208.63000000
SE;SUDESTE;2019-04-05;204.09000000;199.47000000;208.32000000;208.63000000
N;NORTE;2019-04-12;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-04-12;48.40000000;0E-8;92.40000000;92.40000000
S;SUL;2019-04-12;176.95000000;172.31000000;181.17000000;181.18000000
SE;SUDESTE;2019-04-12;176.95000000;172.31000000;181.17000000;181.18000000
N;NORTE;2019-04-19;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-04-19;0E-8;0E-8;0E-8;0E-8
S;SUL;2019-04-19;182.01000000;178.74000000;185.13000000;186.72000000
SE;SUDESTE;2019-04-19;182.01000000;178.74000000;185.13000000;186.72000000
N;NORTE;2019-04-26;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-04-26;0E-8;0E-8;0E-8;0E-8
S;SUL;2019-04-26;164.89000000;160.83000000;168.57000000;168.59000000
SE;SUDESTE;2019-04-26;164.89000000;160.83000000;168.57000000;168.59000000
N;NORTE;2019-05-03;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-05-03;0E-8;0E-8;0E-8;0E-8
S;SUL;2019-05-03;136.69000000;133.35000000;139.03000000;141.72000000
SE;SUDESTE;2019-05-03;136.69000000;133.35000000;139.03000000;141.72000000
N;NORTE;2019-05-10;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-05-10;0E-8;0E-8;0E-8;0E-8
S;SUL;2019-05-10;158.99000000;154.10000000;160.96000000;164.03000000
SE;SUDESTE;2019-05-10;158.99000000;154.10000000;160.96000000;164.03000000
N;NORTE;2019-05-17;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2019-05-17;0E-8;0E-8;0E-8;0E-8
S;SUL;2019-05-17;87.00000000;83.75000000;89.07000000;89.92000000
