id_subsistema;nom_subsistema;din_instante;val_cmomediasemanal;val_cmoleve;val_cmomedia;val_cmopesada
N;NORTE;2012-01-06;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2012-01-06;0E-8;0E-8;0E-8;0E-8
S;SUL;2012-01-06;50.42000000;48.89000000;51.22000000;51.71000000
SE;SUDESTE;2012-01-06;50.42000000;48.89000000;51.22000000;51.71000000
N;NORTE;2012-01-13;1.44000000;1.33000000;1.47000000;1.61000000
NE;NORDESTE;2012-01-13;1.44000000;1.33000000;1.47000000;1.61000000
S;SUL;2012-01-13;31.47000000;30.69000000;31.92000000;31.92000000
SE;SUDESTE;2012-01-13;31.47000000;30.69000000;31.92000000;31.92000000
N;NORTE;2012-01-20;1.43000000;1.34000000;1.47000000;1.59000000
NE;NORDESTE;2012-01-20;1.43000000;1.34000000;1.47000000;1.59000000
S;SUL;2012-01-20;8.20000000;1.34000000;12.11000000;12.11000000
SE;SUDESTE;2012-01-20;8.20000000;1.34000000;12.11000000;12.11000000
N;NORTE;2012-01-27;2.76000000;2.69000000;2.79000000;2.81000000
NE;NORDESTE;2012-01-27;2.76000000;2.69000000;2.79000000;2.81000000
S;SUL;2012-01-27;9.50000000;2.69000000;13.38000000;13.38000000
SE;SUDESTE;2012-01-27;9.50000000;2.69000000;13.38000000;13.38000000
N;NORTE;2012-02-03;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2012-02-03;0E-8;0E-8;0E-8;0E-8
S;SUL;2012-02-03;12.91000000;0E-8;20.27000000;20.27000000
SE;SUDESTE;2012-02-03;12.91000000;0E-8;20.27000000;20.27000000
N;NORTE;2012-02-10;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2012-02-10;0E-8;0E-8;0E-8;0E-8
S;SUL;2012-02-10;38.81000000;36.71000000;40.00000000;40.00000000
SE;SUDESTE;2012-02-10;38.81000000;36.71000000;40.00000000;40.00000000
N;NORTE;2012-02-17;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2012-02-17;0E-8;0E-8;0E-8;0E-8
S;SUL;2012-02-17;58.02000000;55.21000000;59.62000000;59.62000000
SE;SUDESTE;2012-02-17;58.02000000;55.21000000;59.62000000;59.62000000
