id_subsistema;nom_subsistema;din_instante;val_cmomediasemanal;val_cmoleve;val_cmomedia;val_cmopesada
N;NORTE;2009-01-02;76.51000000;76.51000000;76.51000000;76.53000000
NE;NORDESTE;2009-01-02;76.51000000;76.51000000;76.51000000;76.53000000
S;SUL;2009-01-02;76.51000000;76.51000000;76.51000000;76.53000000
SE;SUDESTE;2009-01-02;76.51000000;76.51000000;76.51000000;76.53000000
N;NORTE;2009-01-09;15.34000000;14.94000000;15.57000000;15.57000000
NE;NORDESTE;2009-01-09;15.34000000;14.94000000;15.57000000;15.57000000
S;SUL;2009-01-09;41.95000000;41.95000000;41.95000000;41.95000000
SE;SUDESTE;2009-01-09;41.95000000;41.95000000;41.95000000;41.95000000
N;NORTE;2009-01-16;34.46000000;34.46000000;34.46000000;34.46000000
NE;NORDESTE;2009-01-16;34.46000000;34.46000000;34.46000000;34.46000000
S;SUL;2009-01-16;67.69000000;67.25000000;67.94000000;67.94000000
SE;SUDESTE;2009-01-16;67.69000000;67.25000000;67.94000000;67.94000000
N;NORTE;2009-01-23;96.45000000;96.45000000;96.45000000;96.45000000
NE;NORDESTE;2009-01-23;96.45000000;96.45000000;96.45000000;96.45000000
S;SUL;2009-01-23;139.80000000;139.21000000;140.03000000;140.64000000
SE;SUDESTE;2009-01-23;139.80000000;139.21000000;140.03000000;140.64000000
N;NORTE;2009-01-30;80.66000000;80.66000000;80.66000000;80.66000000
NE;NORDESTE;2009-01-30;80.66000000;80.66000000;80.66000000;80.66000000
S;SUL;2009-01-30;111.54000000;110.31000000;112.23000000;112.26000000
SE;SUDESTE;2009-01-30;111.54000000;110.31000000;112.23000000;112.26000000
N;NORTE;2009-02-06;5.18000000;5.13000000;5.13000000;5.52000000
NE;NORDESTE;2009-02-06;4.83000000;4.73000000;4.76000000;5.52000000
S;SUL;2009-02-06;66.01000000;65.24000000;66.45000000;66.50000000
SE;SUDESTE;2009-02-06;66.01000000;65.24000000;66.45000000;66.50000000
N;NORTE;2009-02-13;23.87000000;23.87000000;23.87000000;23.87000000
NE;NORDESTE;2009-02-13;23.87000000;23.87000000;23.87000000;23.87000000
