id_subsistema;nom_subsistema;din_instante;val_cmomediasemanal;val_cmoleve;val_cmomedia;val_cmopesada
SE;SUDESTE;2014-02-28;1685.28000000;1677.47000000;1689.73000000;1689.73000000
N;NORTE;2014-03-07;400.51000000;119.80000000;612.71000000;634.86000000
NE;NORDESTE;2014-03-07;626.11000000;625.25000000;625.25000000;634.86000000
S;SUL;2014-03-07;1364.25000000;1363.75000000;1364.42000000;1365.73000000
SE;SUDESTE;2014-03-07;1364.25000000;1363.75000000;1364.42000000;1365.73000000
N;NORTE;2014-03-14;669.10000000;612.71000000;701.25000000;701.25000000
NE;NORDESTE;2014-03-14;697.18000000;690.04000000;701.25000000;701.25000000
S;SUL;2014-03-14;1098.92000000;1095.14000000;1101.07000000;1101.07000000
SE;SUDESTE;2014-03-14;1098.92000000;1095.14000000;1101.07000000;1101.07000000
N;NORTE;2014-03-21;807.43000000;742.77000000;844.29000000;844.29000000
NE;NORDESTE;2014-03-21;807.43000000;742.77000000;844.29000000;844.29000000
S;SUL;2014-03-21;1331.52000000;1323.39000000;1336.16000000;1336.16000000
SE;SUDESTE;2014-03-21;1331.52000000;1323.39000000;1336.16000000;1336.16000000
N;NORTE;2014-03-28;926.31000000;926.31000000;926.31000000;926.31000000
NE;NORDESTE;2014-03-28;926.31000000;926.31000000;926.31000000;926.31000000
S;SUL;2014-03-28;1338.85000000;1321.85000000;1348.31000000;1349.70000000
SE;SUDESTE;2014-03-28;1338.85000000;1321.85000000;1348.31000000;1349.70000000
N;NORTE;2014-04-04;937.57000000;931.23000000;940.80000000;943.08000000
NE;NORDESTE;2014-04-04;937.57000000;931.23000000;940.80000000;943.08000000
S;SUL;2014-04-04;937.64000000;931.23000000;940.80000000;943.77000000
SE;SUDESTE;2014-04-04;937.64000000;931.23000000;940.80000000;943.77000000
N;NORTE;2014-04-11;814.18000000;637.03000000;915.17000000;915.17000000
NE;NORDESTE;2014-04-11;846.36000000;725.65000000;915.17000000;915.17000000
S;SUL;2014-04-11;1303.77000000;1279.61000000;1316.87000000;1320.88000000
SE;SUDESTE;2014-04-11;1303.77000000;1279.61000000;1316.87000000;1320.88000000
N;NORTE;2014-04-18;709.21000000;619.64000000;776.75000000;784.89000000
NE;NORDESTE;2014-04-18;745.82000000;703.90000000;776.75000000;784.89000000
S;SUL;2014-04-18;1172.31000000;1167.83000000;1174.67000000;1181.58000000
SE;SUDESTE;2014-04-18;1172.31000000;1167.83000000;1174.67000000;1181.58000000
N;NORTE;2014-04-25;664.43000000;619.64000000;697.82000000;704.35000000
NE;NORDESTE;2014-04-25;670.07000000;632.61000000;697.82000000;704.35000000
S;SUL;2014-04-25;996.67000000;995.09000000;996.75000000;1003.96000000
SE;SUDESTE;2014-04-25;996.67000000;995.09000000;996.75000000;1003.96000000
N;NORTE;2014-05-02;217.66000000;160.61000000;194.35000000;619.64000000
NE;NORDESTE;2014-05-02;628.19000000;619.66000000;632.61000000;646.14000000
S;SUL;2014-05-02;915.54000000;909.14000000;918.18000000;932.64000000
SE;SUDESTE;2014-05-02;915.54000000;909.14000000;918.18000000;932.64000000
N;NORTE;2014-05-09;226.71000000;160.61000000;192.55000000;619.64000000
NE;NORDESTE;2014-05-09;747.09000000;697.82000000;775.18000000;775.18000000
S;SUL;2014-05-09;793.05000000;777.83000000;800.42000000;808.20000000
SE;SUDESTE;2014-05-09;793.05000000;777.83000000;800.42000000;808.20000000
N;NORTE;2014-05-16;149.52000000;130.05000000;160.61000000;160.61000000
NE;NORDESTE;2014-05-16;801.84000000;603.05000000;915.17000000;915.17000000
S;SUL;2014-05-16;904.57000000;881.39000000;917.78000000;917.78000000
SE;SUDESTE;2014-05-16;904.57000000;881.39000000;917.78000000;917.78000000
N;NORTE;2014-05-23;147.66000000;124.94000000;160.61000000;160.61000000
NE;NORDESTE;2014-05-23;824.91000000;666.59000000;915.17000000;915.17000000
S;SUL;2014-05-23;1050.26000000;1026.38000000;1063.88000000;1063.88000000
SE;SUDESTE;2014-05-23;1050.26000000;1026.38000000;1063.88000000;1063.88000000
N;NORTE;2014-05-30;832.22000000;808.39000000;844.50000000;852.29000000
NE;NORDESTE;2014-05-30;832.22000000;808.39000000;844.50000000;852.29000000
S;SUL;2014-05-30;832.22000000;808.39000000;844.50000000;852.29000000
SE;SUDESTE;2014-05-30;832.22000000;808.39000000;844.50000000;852.29000000
N;NORTE;2014-06-06;578.45000000;550.42000000;594.42000000;594.50000000
NE;NORDESTE;2014-06-06;578.45000000;550.42000000;594.42000000;594.50000000
S;SUL;2014-06-06;578.98000000;550.42000000;594.42000000;599.38000000
SE;SUDESTE;2014-06-06;578.98000000;550.42000000;594.42000000;599.38000000
N;NORTE;2014-06-13;351.35000000;287.83000000;386.82000000;391.20000000
NE;NORDESTE;2014-06-13;351.35000000;287.83000000;386.82000000;391.20000000
S;SUL;2014-06-13;251.96000000;144.44000000;311.23000000;323.27000000
SE;SUDESTE;2014-06-13;351.35000000;287.83000000;386.82000000;391.20000000
N;NORTE;2014-06-20;367.51000000;287.83000000;427.65000000;434.60000000
NE;NORDESTE;2014-06-20;367.52000000;287.83000000;427.65000000;434.60000000
S;SUL;2014-06-20;0E-8;0E-8;0E-8;0E-8
SE;SUDESTE;2014-06-20;367.51000000;287.83000000;427.65000000;434.60000000
N;NORTE;2014-06-27;411.26000000;237.76000000;508.79000000;517.00000000
NE;NORDESTE;2014-06-27;411.26000000;237.76000000;508.79000000;517.00000000
S;SUL;2014-06-27;136.60000000;92.19000000;161.91000000;161.91000000
SE;SUDESTE;2014-06-27;411.26000000;237.76000000;508.79000000;517.00000000
N;NORTE;2014-07-04;340.85000000;238.29000000;399.02000000;400.80000000
NE;NORDESTE;2014-07-04;340.85000000;238.29000000;399.02000000;400.80000000
S;SUL;2014-07-04;0E-8;0E-8;0E-8;0E-8
SE;SUDESTE;2014-07-04;340.85000000;238.29000000;399.02000000;400.80000000
N;NORTE;2014-07-11;546.69000000;531.85000000;552.66000000;567.51000000
NE;NORDESTE;2014-07-11;546.69000000;531.85000000;552.66000000;567.51000000
S;SUL;2014-07-11;351.99000000;0E-8;552.66000000;552.66000000
SE;SUDESTE;2014-07-11;546.69000000;531.85000000;552.66000000;567.51000000
N;NORTE;2014-07-18;670.52000000;622.58000000;696.71000000;703.46000000
NE;NORDESTE;2014-07-18;670.52000000;622.58000000;696.71000000;703.46000000
S;SUL;2014-07-18;669.80000000;622.58000000;696.71000000;696.71000000
SE;SUDESTE;2014-07-18;670.52000000;622.58000000;696.71000000;703.46000000
N;NORTE;2014-07-25;710.16000000;666.95000000;734.80000000;734.80000000
NE;NORDESTE;2014-07-25;710.16000000;666.95000000;734.80000000;734.80000000
S;SUL;2014-07-25;710.16000000;666.95000000;734.80000000;734.80000000
SE;SUDESTE;2014-07-25;710.16000000;666.95000000;734.80000000;734.80000000
N;NORTE;2014-08-01;584.08000000;576.47000000;587.32000000;593.87000000
NE;NORDESTE;2014-08-01;584.08000000;576.47000000;587.32000000;593.87000000
S;SUL;2014-08-01;584.08000000;576.47000000;587.32000000;593.87000000
SE;SUDESTE;2014-08-01;584.08000000;576.47000000;587.32000000;593.87000000
N;NORTE;2014-08-08;824.51000000;812.89000000;830.85000000;832.49000000
NE;NORDESTE;2014-08-08;824.51000000;812.89000000;830.85000000;832.49000000
S;SUL;2014-08-08;824.51000000;812.89000000;830.85000000;832.49000000
SE;SUDESTE;2014-08-08;824.51000000;812.89000000;830.85000000;832.49000000
N;NORTE;2014-08-15;669.74000000;661.27000000;674.18000000;676.49000000
NE;NORDESTE;2014-08-15;669.74000000;661.27000000;674.18000000;676.49000000
S;SUL;2014-08-15;669.74000000;661.27000000;674.18000000;676.49000000
SE;SUDESTE;2014-08-15;669.74000000;661.27000000;674.18000000;676.49000000
N;NORTE;2014-08-22;703.07000000;693.10000000;708.76000000;708.76000000
NE;NORDESTE;2014-08-22;703.07000000;693.10000000;708.76000000;708.76000000
S;SUL;2014-08-22;703.07000000;693.10000000;708.76000000;708.76000000
SE;SUDESTE;2014-08-22;703.07000000;693.10000000;708.76000000;708.76000000
N;NORTE;2014-08-29;700.62000000;689.42000000;707.01000000;707.01000000
NE;NORDESTE;2014-08-29;700.62000000;689.42000000;707.01000000;707.01000000
S;SUL;2014-08-29;700.62000000;689.42000000;707.01000000;707.01000000
SE;SUDESTE;2014-08-29;700.62000000;689.42000000;707.01000000;707.01000000
N;NORTE;2014-09-05;720.00000000;707.18000000;727.30000000;727.30000000
NE;NORDESTE;2014-09-05;720.00000000;707.18000000;727.30000000;727.30000000
S;SUL;2014-09-05;719.99000000;707.18000000;727.30000000;727.30000000
SE;SUDESTE;2014-09-05;720.00000000;707.18000000;727.30000000;727.30000000
N;NORTE;2014-09-12;693.97000000;676.97000000;703.66000000;703.66000000
NE;NORDESTE;2014-09-12;693.97000000;676.97000000;703.66000000;703.66000000
S;SUL;2014-09-12;693.97000000;676.97000000;703.66000000;703.66000000
SE;SUDESTE;2014-09-12;693.97000000;676.97000000;703.66000000;703.66000000
N;NORTE;2014-09-19;759.97000000;744.61000000;768.73000000;768.73000000
NE;NORDESTE;2014-09-19;759.97000000;744.61000000;768.73000000;768.73000000
S;SUL;2014-09-19;759.97000000;744.61000000;768.73000000;768.73000000
SE;SUDESTE;2014-09-19;759.97000000;744.61000000;768.73000000;768.73000000
N;NORTE;2014-09-26;731.59000000;718.75000000;738.91000000;738.91000000
NE;NORDESTE;2014-09-26;731.59000000;718.75000000;738.91000000;738.91000000
S;SUL;2014-09-26;731.59000000;718.75000000;738.91000000;738.91000000
SE;SUDESTE;2014-09-26;731.59000000;718.75000000;738.91000000;738.91000000
N;NORTE;2014-10-03;664.12000000;640.55000000;676.33000000;683.69000000
NE;NORDESTE;2014-10-03;664.12000000;640.55000000;676.33000000;683.69000000
S;SUL;2014-10-03;664.12000000;640.55000000;676.33000000;683.69000000
SE;SUDESTE;2014-10-03;664.12000000;640.55000000;676.33000000;683.69000000
N;NORTE;2014-10-10;693.49000000;673.73000000;703.14000000;712.69000000
NE;NORDESTE;2014-10-10;693.49000000;673.73000000;703.14000000;712.69000000
S;SUL;2014-10-10;429.10000000;0E-8;673.73000000;673.73000000
SE;SUDESTE;2014-10-10;693.49000000;673.73000000;703.14000000;712.69000000
N;NORTE;2014-10-17;802.38000000;780.97000000;814.45000000;815.27000000
NE;NORDESTE;2014-10-17;802.38000000;780.97000000;814.45000000;815.27000000
S;SUL;2014-10-17;802.38000000;780.97000000;814.45000000;815.27000000
SE;SUDESTE;2014-10-17;802.38000000;780.97000000;814.45000000;815.27000000
N;NORTE;2014-10-24;852.70000000;839.24000000;860.25000000;860.25000000
NE;NORDESTE;2014-10-24;852.70000000;839.24000000;860.25000000;860.25000000
S;SUL;2014-10-24;852.70000000;839.24000000;860.25000000;860.25000000
SE;SUDESTE;2014-10-24;852.70000000;839.24000000;860.25000000;860.25000000
N;NORTE;2014-10-31;890.12000000;878.93000000;896.50000000;896.50000000
NE;NORDESTE;2014-10-31;890.12000000;878.93000000;896.50000000;896.50000000
S;SUL;2014-10-31;890.12000000;878.93000000;896.50000000;896.50000000
SE;SUDESTE;2014-10-31;890.12000000;878.93000000;896.50000000;896.50000000
N;NORTE;2014-11-07;1009.82000000;1005.74000000;1011.49000000;1015.34000000
NE;NORDESTE;2014-11-07;1009.82000000;1005.74000000;1011.49000000;1015.34000000
S;SUL;2014-11-07;1009.82000000;1005.74000000;1011.49000000;1015.34000000
SE;SUDESTE;2014-11-07;1009.82000000;1005.74000000;1011.49000000;1015.34000000
N;NORTE;2014-11-14;1092.07000000;1078.62000000;1099.74000000;1099.74000000
NE;NORDESTE;2014-11-14;1092.07000000;1078.62000000;1099.74000000;1099.74000000
S;SUL;2014-11-14;1092.07000000;1078.62000000;1099.74000000;1099.74000000
SE;SUDESTE;2014-11-14;1092.07000000;1078.62000000;1099.74000000;1099.74000000
N;NORTE;2014-11-21;1125.91000000;1116.24000000;1133.35000000;1133.35000000
NE;NORDESTE;2014-11-21;1125.91000000;1116.24000000;1133.35000000;1133.35000000
S;SUL;2014-11-21;1125.91000000;1116.24000000;1133.35000000;1133.35000000
SE;SUDESTE;2014-11-21;1125.91000000;1116.24000000;1133.35000000;1133.35000000
N;NORTE;2014-11-28;1048.14000000;1038.26000000;1053.78000000;1053.78000000
NE;NORDESTE;2014-11-28;1048.14000000;1038.26000000;1053.78000000;1053.78000000
S;SUL;2014-11-28;1048.14000000;1038.26000000;1053.78000000;1053.78000000
SE;SUDESTE;2014-11-28;1048.14000000;1038.26000000;1053.78000000;1053.78000000
N;NORTE;2014-12-05;549.83000000;545.95000000;552.05000000;552.05000000
NE;NORDESTE;2014-12-05;549.83000000;545.95000000;552.05000000;552.05000000
S;SUL;2014-12-05;549.83000000;545.95000000;552.05000000;552.05000000
SE;SUDESTE;2014-12-05;549.83000000;545.95000000;552.05000000;552.05000000
N;NORTE;2014-12-12;659.76000000;656.16000000;661.82000000;661.82000000
NE;NORDESTE;2014-12-12;659.76000000;656.16000000;661.82000000;661.82000000
S;SUL;2014-12-12;659.76000000;656.16000000;661.82000000;661.82000000
SE;SUDESTE;2014-12-12;659.76000000;656.16000000;661.82000000;661.82000000
N;NORTE;2014-12-19;645.29000000;627.74000000;655.30000000;655.30000000
NE;NORDESTE;2014-12-19;645.29000000;627.74000000;655.30000000;655.30000000
S;SUL;2014-12-19;645.29000000;627.74000000;655.30000000;655.30000000
SE;SUDESTE;2014-12-19;645.29000000;627.74000000;655.30000000;655.30000000
N;NORTE;2014-12-26;656.71000000;656.71000000;656.71000000;656.71000000
NE;NORDESTE;2014-12-26;656.71000000;656.71000000;656.71000000;656.71000000
S;SUL;2014-12-26;656.71000000;656.71000000;656.71000000;656.71000000
SE;SUDESTE;2014-12-26;656.71000000;656.71000000;656.71000000;656.71000000
