id_subsistema;nom_subsistema;din_instante;val_cmomediasemanal;val_cmoleve;val_cmomedia;val_cmopesada
N;NORTE;2017-01-06;133.64000000;131.56000000;134.82000000;134.82000000
NE;NORDESTE;2017-01-06;133.64000000;131.56000000;134.82000000;134.82000000
S;SUL;2017-01-06;133.64000000;131.56000000;134.82000000;134.82000000
SE;SUDESTE;2017-01-06;133.64000000;131.56000000;134.82000000;134.82000000
N;NORTE;2017-01-13;80.42000000;78.22000000;81.68000000;81.68000000
NE;NORDESTE;2017-01-13;159.82000000;139.88000000;171.18000000;171.18000000
S;SUL;2017-01-13;80.42000000;78.22000000;81.68000000;81.68000000
SE;SUDESTE;2017-01-13;80.42000000;78.22000000;81.68000000;81.68000000
N;NORTE;2017-01-20;109.76000000;108.01000000;110.75000000;110.75000000
NE;NORDESTE;2017-01-20;159.91000000;139.88000000;171.33000000;171.33000000
S;SUL;2017-01-20;109.76000000;108.01000000;110.75000000;110.75000000
SE;SUDESTE;2017-01-20;109.76000000;108.01000000;110.75000000;110.75000000
N;NORTE;2017-01-27;110.21000000;107.95000000;111.50000000;111.50000000
NE;NORDESTE;2017-01-27;148.32000000;107.95000000;171.33000000;171.33000000
S;SUL;2017-01-27;110.21000000;107.95000000;111.50000000;111.50000000
SE;SUDESTE;2017-01-27;110.21000000;107.95000000;111.50000000;111.50000000
N;NORTE;2017-02-03;80.44000000;79.25000000;81.12000000;81.12000000
NE;NORDESTE;2017-02-03;176.69000000;171.33000000;179.74000000;179.74000000
S;SUL;2017-02-03;80.44000000;79.25000000;81.12000000;81.12000000
SE;SUDESTE;2017-02-03;80.44000000;79.25000000;81.12000000;81.12000000
N;NORTE;2017-02-10;84.48000000;84.44000000;84.50000000;84.50000000
NE;NORDESTE;2017-02-10;176.69000000;171.33000000;179.74000000;179.74000000
S;SUL;2017-02-10;94.58000000;92.96000000;95.51000000;95.51000000
SE;SUDESTE;2017-02-10;94.58000000;92.96000000;95.51000000;95.51000000
N;NORTE;2017-02-17;102.16000000;98.92000000;104.01000000;104.01000000
NE;NORDESTE;2017-02-17;165.51000000;159.77000000;168.79000000;168.79000000
S;SUL;2017-02-17;103.09000000;101.49000000;104.01000000;104.01000000
SE;SUDESTE;2017-02-17;103.09000000;101.49000000;104.01000000;104.01000000
N;NORTE;2017-02-24;15.72000000;15.52000000;15.80000000;16.04000000
NE;NORDESTE;2017-02-24;142.08000000;110.76000000;159.77000000;159.77000000
S;SUL;2017-02-24;113.10000000;110.76000000;114.42000000;114.42000000
SE;SUDESTE;2017-02-24;113.10000000;110.76000000;114.42000000;114.42000000
N;NORTE;2017-03-03;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2017-03-03;169.28000000;167.40000000;170.73000000;170.73000000
S;SUL;2017-03-03;169.28000000;167.40000000;170.73000000;170.73000000
SE;SUDESTE;2017-03-03;169.28000000;167.40000000;170.73000000;170.73000000
N;NORTE;2017-03-10;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2017-03-10;238.34000000;166.94000000;279.04000000;279.04000000
S;SUL;2017-03-10;169.23000000;166.94000000;170.53000000;170.53000000
SE;SUDESTE;2017-03-10;169.23000000;166.94000000;170.53000000;170.53000000
N;NORTE;2017-03-17;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2017-03-17;279.30000000;217.32000000;314.63000000;314.63000000
S;SUL;2017-03-17;222.29000000;217.32000000;225.13000000;225.13000000
SE;SUDESTE;2017-03-17;222.29000000;217.32000000;225.13000000;225.13000000
N;NORTE;2017-03-24;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2017-03-24;365.07000000;246.26000000;432.80000000;432.80000000
S;SUL;2017-03-24;204.12000000;200.52000000;206.18000000;206.18000000
SE;SUDESTE;2017-03-24;204.12000000;200.52000000;206.18000000;206.18000000
N;NORTE;2017-03-31;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2017-03-31;353.30000000;215.21000000;432.03000000;432.03000000
S;SUL;2017-03-31;221.01000000;215.21000000;224.31000000;224.31000000
SE;SUDESTE;2017-03-31;221.01000000;215.21000000;224.31000000;224.31000000
N;NORTE;2017-04-07;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2017-04-07;425.71000000;420.65000000;428.60000000;428.60000000
S;SUL;2017-04-07;420.28000000;409.42000000;426.47000000;426.47000000
SE;SUDESTE;2017-04-07;420.28000000;409.42000000;426.47000000;426.47000000
N;NORTE;2017-04-14;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2017-04-14;344.39000000;328.31000000;356.74000000;356.74000000
S;SUL;2017-04-14;351.28000000;344.17000000;356.74000000;356.74000000
SE;SUDESTE;2017-04-14;351.28000000;344.17000000;356.74000000;356.74000000
N;NORTE;2017-04-21;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2017-04-21;344.16000000;337.34000000;349.40000000;349.40000000
