id_subsistema;nom_subsistema;din_instante;val_cmomediasemanal;val_cmoleve;val_cmomedia;val_cmopesada
N;NORTE;2010-01-01;0.29000000;0.27000000;0.29000000;0.29000000
NE;NORDESTE;2010-01-01;0.57000000;0.57000000;0.57000000;0.57000000
S;SUL;2010-01-01;0.29000000;0.27000000;0.29000000;0.29000000
SE;SUDESTE;2010-01-01;0.29000000;0.27000000;0.29000000;0.29000000
N;NORTE;2010-01-08;0.01000000;0.01000000;0.01000000;0.01000000
NE;NORDESTE;2010-01-08;0.01000000;0.01000000;0.01000000;0.01000000
S;SUL;2010-01-08;0E-8;0E-8;0E-8;0E-8
SE;SUDESTE;2010-01-08;0E-8;0E-8;0E-8;0E-8
N;NORTE;2010-01-15;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2010-01-15;0E-8;0E-8;0E-8;0E-8
S;SUL;2010-01-15;0E-8;0E-8;0E-8;0E-8
SE;SUDESTE;2010-01-15;0E-8;0E-8;0E-8;0E-8
N;NORTE;2010-01-22;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2010-01-22;0E-8;0E-8;0E-8;0E-8
S;SUL;2010-01-22;0E-8;0E-8;0E-8;0E-8
SE;SUDESTE;2010-01-22;0E-8;0E-8;0E-8;0E-8
N;NORTE;2010-01-29;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2010-01-29;0.77000000;0.77000000;0.77000000;0.77000000
S;SUL;2010-01-29;0E-8;0E-8;0E-8;0E-8
SE;SUDESTE;2010-01-29;0E-8;0E-8;0E-8;0E-8
N;NORTE;2010-02-05;20.69000000;0E-8;32.34000000;33.22000000
NE;NORDESTE;2010-02-05;33.01000000;32.99000000;32.99000000;33.22000000
S;SUL;2010-02-05;20.69000000;0E-8;32.34000000;33.22000000
SE;SUDESTE;2010-02-05;20.69000000;0E-8;32.34000000;33.22000000
N;NORTE;2010-02-12;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2010-02-12;0E-8;0E-8;0E-8;0E-8
S;SUL;2010-02-12;0E-8;0E-8;0E-8;0E-8
SE;SUDESTE;2010-02-12;0E-8;0E-8;0E-8;0E-8
N;NORTE;2010-02-19;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2010-02-19;13.75000000;13.75000000;13.75000000;13.75000000
S;SUL;2010-02-19;0E-8;0E-8;0E-8;0E-8
SE;SUDESTE;2010-02-19;0E-8;0E-8;0E-8;0E-8
N;NORTE;2010-02-26;10.15000000;0E-8;15.83000000;16.13000000
NE;NORDESTE;2010-02-26;16.04000000;16.03000000;16.03000000;16.13000000
S;SUL;2010-02-26;10.15000000;0E-8;15.83000000;16.13000000
SE;SUDESTE;2010-02-26;10.15000000;0E-8;15.83000000;16.13000000
N;NORTE;2010-03-05;20.69000000;0E-8;32.34000000;33.22000000
NE;NORDESTE;2010-03-05;33.01000000;32.99000000;32.99000000;33.22000000
S;SUL;2010-03-05;20.69000000;0E-8;32.34000000;33.22000000
SE;SUDESTE;2010-03-05;20.69000000;0E-8;32.34000000;33.22000000
N;NORTE;2010-03-12;11.40000000;0.89000000;17.37000000;17.45000000
NE;NORDESTE;2010-03-12;19.66000000;19.66000000;19.66000000;19.66000000
S;SUL;2010-03-12;11.40000000;0.89000000;17.37000000;17.45000000
SE;SUDESTE;2010-03-12;11.40000000;0.89000000;17.37000000;17.45000000
N;NORTE;2010-03-19;16.06000000;1.26000000;24.43000000;24.81000000
NE;NORDESTE;2010-03-19;24.45000000;24.37000000;24.43000000;24.81000000
S;SUL;2010-03-19;16.06000000;1.26000000;24.43000000;24.81000000
SE;SUDESTE;2010-03-19;16.06000000;1.26000000;24.43000000;24.81000000
N;NORTE;2010-03-26;33.40000000;32.49000000;33.82000000;34.37000000
NE;NORDESTE;2010-03-26;33.78000000;33.55000000;33.82000000;34.37000000
S;SUL;2010-03-26;33.40000000;32.49000000;33.82000000;34.37000000
SE;SUDESTE;2010-03-26;33.40000000;32.49000000;33.82000000;34.37000000
N;NORTE;2010-04-02;35.97000000;35.24000000;36.40000000;37.21000000
NE;NORDESTE;2010-04-02;37.16000000;37.15000000;37.15000000;37.21000000
S;SUL;2010-04-02;35.97000000;35.24000000;36.40000000;37.21000000
SE;SUDESTE;2010-04-02;35.97000000;35.24000000;36.40000000;37.21000000
N;NORTE;2010-04-09;16.28000000;0E-8;25.44000000;26.15000000
NE;NORDESTE;2010-04-09;26.00000000;25.98000000;25.98000000;26.15000000
S;SUL;2010-04-09;16.28000000;0E-8;25.44000000;26.15000000
SE;SUDESTE;2010-04-09;16.28000000;0E-8;25.44000000;26.15000000
N;NORTE;2010-04-16;10.52000000;9.12000000;10.36000000;16.05000000
NE;NORDESTE;2010-04-16;20.79000000;20.79000000;20.79000000;20.79000000
S;SUL;2010-04-16;10.52000000;9.12000000;10.36000000;16.05000000
SE;SUDESTE;2010-04-16;10.52000000;9.12000000;10.36000000;16.05000000
N;NORTE;2010-04-23;23.10000000;22.53000000;23.52000000;23.67000000
NE;NORDESTE;2010-04-23;23.12000000;22.57000000;23.52000000;23.67000000
S;SUL;2010-04-23;23.11000000;22.53000000;23.52000000;23.73000000
SE;SUDESTE;2010-04-23;23.11000000;22.53000000;23.52000000;23.73000000
N;NORTE;2010-04-30;22.46000000;21.15000000;23.14000000;23.48000000
NE;NORDESTE;2010-04-30;23.07000000;22.85000000;23.14000000;23.48000000
S;SUL;2010-04-30;22.46000000;21.15000000;23.14000000;23.48000000
SE;SUDESTE;2010-04-30;22.46000000;21.15000000;23.14000000;23.48000000
N;NORTE;2010-05-07;18.14000000;12.05000000;22.79000000;22.94000000
NE;NORDESTE;2010-05-07;22.40000000;21.86000000;22.79000000;22.94000000
S;SUL;2010-05-07;18.14000000;12.05000000;22.79000000;22.94000000
SE;SUDESTE;2010-05-07;18.14000000;12.05000000;22.79000000;22.94000000
N;NORTE;2010-05-14;25.21000000;18.48000000;29.02000000;29.21000000
NE;NORDESTE;2010-05-14;29.04000000;29.02000000;29.02000000;29.21000000
S;SUL;2010-05-14;19.27000000;2.00000000;29.02000000;29.55000000
SE;SUDESTE;2010-05-14;25.25000000;18.48000000;29.02000000;29.55000000
N;NORTE;2010-05-21;31.04000000;30.02000000;31.54000000;32.04000000
NE;NORDESTE;2010-05-21;31.60000000;31.54000000;31.54000000;32.04000000
S;SUL;2010-05-21;31.04000000;30.02000000;31.54000000;32.04000000
SE;SUDESTE;2010-05-21;31.04000000;30.02000000;31.54000000;32.04000000
N;NORTE;2010-05-28;33.09000000;32.41000000;33.40000000;33.79000000
NE;NORDESTE;2010-05-28;33.09000000;32.42000000;33.40000000;33.79000000
S;SUL;2010-05-28;30.76000000;26.02000000;33.40000000;33.79000000
SE;SUDESTE;2010-05-28;32.89000000;31.86000000;33.40000000;33.79000000
N;NORTE;2010-06-04;54.67000000;54.05000000;54.92000000;56.40000000
NE;NORDESTE;2010-06-04;54.67000000;54.05000000;54.92000000;56.40000000
S;SUL;2010-06-04;54.67000000;54.05000000;54.92000000;56.40000000
SE;SUDESTE;2010-06-04;54.67000000;54.05000000;54.92000000;56.40000000
N;NORTE;2010-06-11;58.78000000;58.15000000;59.00000000;59.78000000
NE;NORDESTE;2010-06-11;58.78000000;58.15000000;59.00000000;59.78000000
S;SUL;2010-06-11;58.78000000;58.15000000;59.00000000;59.78000000
SE;SUDESTE;2010-06-11;58.78000000;58.15000000;59.00000000;59.78000000
N;NORTE;2010-06-18;57.89000000;57.58000000;57.96000000;58.54000000
NE;NORDESTE;2010-06-18;57.89000000;57.58000000;57.96000000;58.54000000
S;SUL;2010-06-18;57.89000000;57.58000000;57.96000000;58.54000000
SE;SUDESTE;2010-06-18;57.89000000;57.58000000;57.96000000;58.54000000
N;NORTE;2010-06-25;63.27000000;62.56000000;63.61000000;63.93000000
NE;NORDESTE;2010-06-25;63.27000000;62.56000000;63.61000000;63.93000000
S;SUL;2010-06-25;63.27000000;62.56000000;63.61000000;63.93000000
SE;SUDESTE;2010-06-25;63.27000000;62.56000000;63.62000000;63.93000000
N;NORTE;2010-07-02;111.56000000;111.56000000;111.56000000;111.56000000
NE;NORDESTE;2010-07-02;111.56000000;111.56000000;111.56000000;111.56000000
S;SUL;2010-07-02;97.53000000;96.51000000;97.26000000;102.27000000
SE;SUDESTE;2010-07-02;97.53000000;96.51000000;97.26000000;102.27000000
N;NORTE;2010-07-09;100.05000000;99.52000000;99.93000000;102.47000000
NE;NORDESTE;2010-07-09;100.05000000;99.52000000;99.93000000;102.47000000
S;SUL;2010-07-09;99.92000000;99.15000000;99.93000000;102.47000000
SE;SUDESTE;2010-07-09;99.92000000;99.15000000;99.93000000;102.47000000
N;NORTE;2010-07-16;97.46000000;97.30000000;97.30000000;98.81000000
NE;NORDESTE;2010-07-16;97.46000000;97.30000000;97.30000000;98.81000000
S;SUL;2010-07-16;93.14000000;90.18000000;94.02000000;98.81000000
SE;SUDESTE;2010-07-16;93.14000000;90.18000000;94.02000000;98.81000000
N;NORTE;2010-07-23;95.32000000;95.32000000;95.32000000;95.32000000
NE;NORDESTE;2010-07-23;95.32000000;95.32000000;95.32000000;95.32000000
S;SUL;2010-07-23;82.16000000;77.76000000;83.31000000;91.41000000
