id_subsistema;nom_subsistema;din_instante;val_cmomediasemanal;val_cmoleve;val_cmomedia;val_cmopesada
N;NORTE;2022-01-07;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-01-07;36.09000000;0E-8;68.65000000;69.20000000
S;SUL;2022-01-07;66.62000000;64.12000000;68.65000000;69.20000000
SE;SUDESTE;2022-01-07;66.62000000;64.12000000;68.65000000;69.20000000
N;NORTE;2022-01-14;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-01-14;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-01-14;50.35000000;49.02000000;51.43000000;51.71000000
SE;SUDESTE;2022-01-14;50.35000000;49.02000000;51.43000000;51.71000000
N;NORTE;2022-01-21;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-01-21;0.02000000;0E-8;0.04000000;0.04000000
S;SUL;2022-01-21;61.77000000;59.77000000;63.29000000;63.93000000
SE;SUDESTE;2022-01-21;61.77000000;59.77000000;63.29000000;63.93000000
N;NORTE;2022-01-28;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-01-28;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-01-28;61.39000000;59.92000000;62.59000000;62.90000000
SE;SUDESTE;2022-01-28;61.39000000;59.92000000;62.59000000;62.90000000
N;NORTE;2022-02-04;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-02-04;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-02-04;13.25000000;12.84000000;13.59000000;13.65000000
SE;SUDESTE;2022-02-04;13.25000000;12.84000000;13.59000000;13.65000000
N;NORTE;2022-02-11;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-02-11;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-02-11;6.98000000;6.76000000;7.18000000;7.19000000
SE;SUDESTE;2022-02-11;6.98000000;6.76000000;7.18000000;7.19000000
N;NORTE;2022-02-18;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-02-18;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-02-18;10.19000000;9.59000000;10.62000000;10.86000000
SE;SUDESTE;2022-02-18;10.19000000;9.59000000;10.62000000;10.86000000
N;NORTE;2022-02-25;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-02-25;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-02-25;11.59000000;10.43000000;12.52000000;12.79000000
SE;SUDESTE;2022-02-25;11.59000000;10.43000000;12.52000000;12.79000000
N;NORTE;2022-03-04;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-03-04;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-03-04;10.71000000;9.70000000;11.62000000;12.34000000
SE;SUDESTE;2022-03-04;10.03000000;9.70000000;10.35000000;10.53000000
N;NORTE;2022-03-11;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-03-11;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-03-11;13.90000000;11.70000000;15.67000000;16.16000000
SE;SUDESTE;2022-03-11;12.08000000;11.70000000;12.43000000;12.43000000
N;NORTE;2022-03-18;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-03-18;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-03-18;13.20000000;12.90000000;13.42000000;13.53000000
SE;SUDESTE;2022-03-18;13.20000000;12.90000000;13.42000000;13.53000000
N;NORTE;2022-03-25;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-03-25;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-03-25;11.94000000;11.57000000;12.24000000;12.32000000
SE;SUDESTE;2022-03-25;11.94000000;11.57000000;12.24000000;12.32000000
N;NORTE;2022-04-01;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-04-01;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-04-01;42.32000000;40.87000000;43.29000000;44.00000000
SE;SUDESTE;2022-04-01;42.32000000;40.87000000;43.29000000;44.00000000
N;NORTE;2022-04-08;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-04-08;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-04-08;40.15000000;38.62000000;41.54000000;41.55000000
SE;SUDESTE;2022-04-08;40.15000000;38.62000000;41.54000000;41.55000000
N;NORTE;2022-04-15;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-04-15;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-04-15;6.48000000;0E-8;14.09000000;14.55000000
SE;SUDESTE;2022-04-15;6.48000000;0E-8;14.09000000;14.55000000
N;NORTE;2022-04-22;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-04-22;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-04-22;26.83000000;26.18000000;27.40000000;27.83000000
SE;SUDESTE;2022-04-22;26.83000000;26.18000000;27.40000000;27.83000000
N;NORTE;2022-04-29;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-04-29;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-04-29;32.22000000;31.14000000;32.94000000;33.41000000
SE;SUDESTE;2022-04-29;32.22000000;31.14000000;32.94000000;33.41000000
N;NORTE;2022-05-06;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-05-06;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-05-06;20.36000000;19.33000000;21.01000000;21.29000000
SE;SUDESTE;2022-05-06;20.36000000;19.33000000;21.01000000;21.29000000
N;NORTE;2022-05-13;0E-8;0E-8;0E-8;0E-8
NE;NORDESTE;2022-05-13;0E-8;0E-8;0E-8;0E-8
S;SUL;2022-05-13;15.13000000;8.77000000;20.11000000;20.35000000
SE;SUDESTE;2022-05-13;15.13000000;8.77000000;20.11000000;20.35000000
N;NORTE;2022-05-20;40.92000000;40.18000000;40.95000000;41.84000000
NE;NORDESTE;2022-05-20;40.92000000;40.18000000;40.95000000;41.84000000
S;SUL;2022-05-20;40.92000000;40.18000000;40.95000000;41.84000000
SE;SUDESTE;2022-05-20;40.92000000;40.18000000;40.95000000;41.84000000
N;NORTE;2022-05-27;42.28000000;41.93000000;42.44000000;42.62000000
NE;NORDESTE;2022-05-27;42.28000000;41.93000000;42.44000000;42.62000000
S;SUL;2022-05-27;42.28000000;41.93000000;42.44000000;42.62000000
SE;SUDESTE;2022-05-27;42.28000000;41.93000000;42.44000000;42.62000000
N;NORTE;2022-06-03;39.50000000;38.97000000;39.51000000;40.16000000
NE;NORDESTE;2022-06-03;39.50000000;38.97000000;39.51000000;40.16000000
S;SUL;2022-06-03;39.50000000;38.97000000;39.51000000;40.16000000
SE;SUDESTE;2022-06-03;39.50000000;38.97000000;39.51000000;40.16000000
N;NORTE;2022-06-10;57.89000000;57.18000000;57.97000000;58.74000000
NE;NORDESTE;2022-06-10;57.89000000;57.18000000;57.97000000;58.74000000
S;SUL;2022-06-10;57.89000000;57.18000000;57.97000000;58.74000000
SE;SUDESTE;2022-06-10;57.89000000;57.18000000;57.97000000;58.74000000
N;NORTE;2022-06-17;50.17000000;49.61000000;50.29000000;51.13000000
NE;NORDESTE;2022-06-17;50.17000000;49.61000000;50.29000000;51.13000000
S;SUL;2022-06-17;50.17000000;49.61000000;50.29000000;51.13000000
SE;SUDESTE;2022-06-17;50.17000000;49.61000000;50.29000000;51.13000000
N;NORTE;2022-06-24;50.08000000;49.00000000;50.88000000;50.98000000
NE;NORDESTE;2022-06-24;50.08000000;49.00000000;50.88000000;50.98000000
S;SUL;2022-06-24;50.08000000;49.00000000;50.88000000;50.98000000
SE;SUDESTE;2022-06-24;50.08000000;49.00000000;50.88000000;50.98000000
N;NORTE;2022-07-01;45.35000000;45.09000000;45.30000000;45.71000000
NE;NORDESTE;2022-07-01;45.35000000;45.09000000;45.30000000;45.71000000
S;SUL;2022-07-01;45.35000000;45.09000000;45.30000000;45.71000000
SE;SUDESTE;2022-07-01;45.35000000;45.09000000;45.30000000;45.71000000
N;NORTE;2022-07-08;55.86000000;55.39000000;56.10000000;56.31000000
NE;NORDESTE;2022-07-08;55.86000000;55.39000000;56.10000000;56.31000000
S;SUL;2022-07-08;55.86000000;55.39000000;56.10000000;56.31000000
SE;SUDESTE;2022-07-08;55.86000000;55.39000000;56.10000000;56.31000000
N;NORTE;2022-07-15;56.96000000;55.89000000;57.52000000;57.98000000
NE;NORDESTE;2022-07-15;56.96000000;55.89000000;57.52000000;57.98000000
S;SUL;2022-07-15;56.96000000;55.89000000;57.52000000;57.98000000
SE;SUDESTE;2022-07-15;56.96000000;55.89000000;57.52000000;57.98000000
N;NORTE;2022-07-22;66.81000000;65.42000000;67.78000000;68.01000000
NE;NORDESTE;2022-07-22;66.81000000;65.42000000;67.78000000;68.01000000
S;SUL;2022-07-22;66.81000000;65.42000000;67.78000000;68.01000000
SE;SUDESTE;2022-07-22;66.81000000;65.42000000;67.78000000;68.01000000
N;NORTE;2022-07-29;72.01000000;70.97000000;72.67000000;72.96000000
NE;NORDESTE;2022-07-29;72.01000000;70.97000000;72.67000000;72.96000000
S;SUL;2022-07-29;72.01000000;70.97000000;72.67000000;72.96000000
SE;SUDESTE;2022-07-29;72.01000000;70.97000000;72.67000000;72.96000000
N;NORTE;2022-08-05;98.67000000;97.69000000;99.23000000;99.58000000
NE;NORDESTE;2022-08-05;98.67000000;97.69000000;99.23000000;99.58000000
S;SUL;2022-08-05;98.67000000;97.69000000;99.23000000;99.58000000
SE;SUDESTE;2022-08-05;98.67000000;97.69000000;99.23000000;99.58000000
N;NORTE;2022-08-12;91.12000000;90.06000000;91.31000000;92.35000000
NE;NORDESTE;2022-08-12;91.12000000;90.06000000;91.31000000;92.35000000
S;SUL;2022-08-12;91.12000000;90.06000000;91.31000000;92.35000000
SE;SUDESTE;2022-08-12;91.12000000;90.06000000;91.31000000;92.35000000
N;NORTE;2022-08-19;70.65000000;68.98000000;71.39000000;72.33000000
NE;NORDESTE;2022-08-19;70.65000000;68.98000000;71.39000000;72.33000000
S;SUL;2022-08-19;70.65000000;68.98000000;71.39000000;72.33000000
SE;SUDESTE;2022-08-19;70.65000000;68.98000000;71.39000000;72.33000000
N;NORTE;2022-08-26;51.65000000;50.38000000;52.18000000;52.94000000
NE;NORDESTE;2022-08-26;51.65000000;50.38000000;52.18000000;52.94000000
S;SUL;2022-08-26;51.65000000;50.38000000;52.18000000;52.94000000
SE;SUDESTE;2022-08-26;51.65000000;50.38000000;52.18000000;52.94000000
N;NORTE;2022-09-02;50.19000000;49.41000000;50.67000000;50.97000000
NE;NORDESTE;2022-09-02;50.19000000;49.41000000;50.67000000;50.97000000
S;SUL;2022-09-02;50.19000000;49.41000000;50.67000000;50.97000000
SE;SUDESTE;2022-09-02;50.19000000;49.41000000;50.67000000;50.97000000
N;NORTE;2022-09-09;36.98000000;36.30000000;37.65000000;37.93000000
NE;NORDESTE;2022-09-09;36.98000000;36.30000000;37.65000000;37.93000000
S;SUL;2022-09-09;36.98000000;36.30000000;37.65000000;37.93000000
SE;SUDESTE;2022-09-09;36.98000000;36.30000000;37.65000000;37.93000000
