id_subsistema;nom_subsistema;ear_data;ear_max_subsistema;ear_verif_subsistema_mwmes;ear_verif_subsistema_percentual
NE;NORDESTE;2011-01-01;51809.00000000;23830.00000000;46.00000000
N;NORTE;2011-01-01;12415.00000000;5114.00000000;41.18999863
SE;SUDESTE;2011-01-01;200108.00000000;90775.00000000;45.36000061
S;SUL;2011-01-01;19735.00000000;14319.00000000;72.55999756
NE;NORDESTE;2011-01-02;51809.00000000;24072.00000000;46.45999908
N;NORTE;2011-01-02;12415.00000000;5252.00000000;42.29999924
SE;SUDESTE;2011-01-02;200108.00000000;92014.00000000;45.97999954
S;SUL;2011-01-02;19735.00000000;14455.00000000;73.25000000
NE;NORDESTE;2011-01-03;51809.00000000;24358.00000000;47.02000046
N;NORTE;2011-01-03;12415.00000000;5350.00000000;43.09000015
SE;SUDESTE;2011-01-03;200108.00000000;93394.00000000;46.66999817
S;SUL;2011-01-03;19735.00000000;14463.00000000;73.29000092
NE;NORDESTE;2011-01-04;51809.00000000;24683.00000000;47.63999939
N;NORTE;2011-01-04;12415.00000000;5463.00000000;44.00000000
SE;SUDESTE;2011-01-04;200108.00000000;95117.00000000;47.52999878
S;SUL;2011-01-04;19735.00000000;14398.00000000;72.95999908
NE;NORDESTE;2011-01-05;51809.00000000;24709.00000000;47.68999863
N;NORTE;2011-01-05;12415.00000000;5577.00000000;44.91999817
SE;SUDESTE;2011-01-05;200108.00000000;96923.00000000;48.43999863
S;SUL;2011-01-05;19735.00000000;14301.00000000;72.47000122
NE;NORDESTE;2011-01-06;51809.00000000;24941.00000000;48.13999939
N;NORTE;2011-01-06;12415.00000000;5657.00000000;45.56999969
SE;SUDESTE;2011-01-06;200108.00000000;98693.00000000;49.31999969
S;SUL;2011-01-06;19735.00000000;14195.00000000;71.93000031
NE;NORDESTE;2011-01-07;51809.00000000;25031.00000000;48.31000137
N;NORTE;2011-01-07;12415.00000000;5756.00000000;46.36000061
SE;SUDESTE;2011-01-07;200108.00000000;100571.00000000;50.25999832
S;SUL;2011-01-07;19735.00000000;14082.00000000;71.36000061
NE;NORDESTE;2011-01-08;51809.00000000;25346.00000000;48.91999817
N;NORTE;2011-01-08;12415.00000000;5811.00000000;46.81000137
SE;SUDESTE;2011-01-08;200108.00000000;102280.00000000;51.11000061
S;SUL;2011-01-08;19735.00000000;14060.00000000;71.23999786
NE;NORDESTE;2011-01-09;51809.00000000;25563.00000000;49.34000015
N;NORTE;2011-01-09;12415.00000000;5858.00000000;47.18999863
SE;SUDESTE;2011-01-09;200108.00000000;103850.00000000;51.90000153
S;SUL;2011-01-09;19735.00000000;14116.00000000;71.52999878
NE;NORDESTE;2011-01-10;51809.00000000;25813.00000000;49.81999969
N;NORTE;2011-01-10;12415.00000000;5913.00000000;47.63000107
SE;SUDESTE;2011-01-10;200108.00000000;105038.00000000;52.49000168
S;SUL;2011-01-10;19735.00000000;14042.00000000;71.15000153
NE;NORDESTE;2011-01-11;51809.00000000;26153.00000000;50.47999954
N;NORTE;2011-01-11;12415.00000000;5919.00000000;47.68000031
SE;SUDESTE;2011-01-11;200108.00000000;106352.00000000;53.15000153
S;SUL;2011-01-11;19735.00000000;13967.00000000;70.76999664
NE;NORDESTE;2011-01-12;51809.00000000;26327.00000000;50.81999969
N;NORTE;2011-01-12;12415.00000000;5939.00000000;47.84000015
SE;SUDESTE;2011-01-12;200108.00000000;107642.00000000;53.79000092
S;SUL;2011-01-12;19735.00000000;13983.00000000;70.84999847
NE;NORDESTE;2011-01-13;51809.00000000;26679.00000000;51.50000000
N;NORTE;2011-01-13;12415.00000000;5943.00000000;47.86999893
