id_subsistema;nom_subsistema;ear_data;ear_max_subsistema;ear_verif_subsistema_mwmes;ear_verif_subsistema_percentual
NE;NORDESTE;2013-01-01;51809.00000000;16522.00000000;31.88999939
N;NORTE;2013-01-01;14267.00000000;5912.00000000;41.43999863
SE;SUDESTE;2013-01-01;200625.00000000;58056.00000000;28.94000053
S;SUL;2013-01-01;19996.00000000;7555.00000000;37.77999878
NE;NORDESTE;2013-01-02;51809.00000000;16466.00000000;31.78000069
N;NORTE;2013-01-02;14267.00000000;5900.00000000;41.34999847
SE;SUDESTE;2013-01-02;200625.00000000;57858.00000000;28.84000015
S;SUL;2013-01-02;19996.00000000;7725.00000000;38.63000107
NE;NORDESTE;2013-01-03;51809.00000000;16200.00000000;31.27000046
N;NORTE;2013-01-03;14267.00000000;5883.00000000;41.22999954
SE;SUDESTE;2013-01-03;200625.00000000;57741.00000000;28.78000069
S;SUL;2013-01-03;19996.00000000;7816.00000000;39.09000015
NE;NORDESTE;2013-01-04;51809.00000000;16004.00000000;30.88999939
N;NORTE;2013-01-04;14267.00000000;5836.00000000;40.90000153
SE;SUDESTE;2013-01-04;200625.00000000;57585.00000000;28.70000076
S;SUL;2013-01-04;19996.00000000;7877.00000000;39.38999939
NE;NORDESTE;2013-01-05;51809.00000000;15943.00000000;30.77000046
N;NORTE;2013-01-05;14267.00000000;5794.00000000;40.61000061
SE;SUDESTE;2013-01-05;200625.00000000;57539.00000000;28.68000031
S;SUL;2013-01-05;19996.00000000;7909.00000000;39.54999924
NE;NORDESTE;2013-01-06;51809.00000000;15912.00000000;30.70999908
N;NORTE;2013-01-06;14267.00000000;5779.00000000;40.50000000
SE;SUDESTE;2013-01-06;200625.00000000;57516.00000000;28.67000008
S;SUL;2013-01-06;19996.00000000;8127.00000000;40.63999939
NE;NORDESTE;2013-01-07;51809.00000000;15755.00000000;30.40999985
N;NORTE;2013-01-07;14267.00000000;5743.00000000;40.25000000
SE;SUDESTE;2013-01-07;200625.00000000;57263.00000000;28.54000092
S;SUL;2013-01-07;19996.00000000;8316.00000000;41.59000015
NE;NORDESTE;2013-01-08;51809.00000000;15521.00000000;29.95999908
N;NORTE;2013-01-08;14267.00000000;5708.00000000;40.00999832
SE;SUDESTE;2013-01-08;200625.00000000;57084.00000000;28.45000076
S;SUL;2013-01-08;19996.00000000;8723.00000000;43.61999893
NE;NORDESTE;2013-01-09;51809.00000000;15361.00000000;29.64999962
N;NORTE;2013-01-09;14267.00000000;5716.00000000;40.06000137
SE;SUDESTE;2013-01-09;200625.00000000;57038.00000000;28.43000031
S;SUL;2013-01-09;19996.00000000;9110.00000000;45.56000137
NE;NORDESTE;2013-01-10;51809.00000000;15235.00000000;29.40999985
N;NORTE;2013-01-10;14267.00000000;5765.00000000;40.40999985
SE;SUDESTE;2013-01-10;200625.00000000;57407.00000000;28.61000061
S;SUL;2013-01-10;19996.00000000;9353.00000000;46.77000046
NE;NORDESTE;2013-01-11;51809.00000000;15176.00000000;29.29000092
N;NORTE;2013-01-11;14267.00000000;5833.00000000;40.88000107
SE;SUDESTE;2013-01-11;200625.00000000;57951.00000000;28.88999939
S;SUL;2013-01-11;19996.00000000;9512.00000000;47.56999969
NE;NORDESTE;2013-01-12;51809.00000000;15195.00000000;29.32999992
N;NORTE;2013-01-12;14267.00000000;5901.00000000;41.36000061
SE;SUDESTE;2013-01-12;200625.00000000;58836.00000000;29.32999992
S;SUL;2013-01-12;19996.00000000;9699.00000000;48.50999832
NE;NORDESTE;2013-01-13;51809.00000000;15227.00000000;29.38999939
N;NORTE;2013-01-13;14267.00000000;5999.00000000;42.04999924
SE;SUDESTE;2013-01-13;200625.00000000;59891.00000000;29.85000038
S;SUL;2013-01-13;19996.00000000;9866.00000000;49.34000015
NE;NORDESTE;2013-01-14;51809.00000000;15156.00000000;29.25000000
N;NORTE;2013-01-14;14267.00000000;6068.00000000;42.52999878
SE;SUDESTE;2013-01-14;200625.00000000;60945.00000000;30.37999916
S;SUL;2013-01-14;19996.00000000;9899.00000000;49.50999832
NE;NORDESTE;2013-01-15;51809.00000000;15449.00000000;29.81999969
N;NORTE;2013-01-15;14267.00000000;6109.00000000;42.81999969
SE;SUDESTE;2013-01-15;200625.00000000;61936.00000000;30.87000084
S;SUL;2013-01-15;19996.00000000;9850.00000000;49.25999832
NE;NORDESTE;2013-01-16;51809.00000000;15236.00000000;29.40999985
N;NORTE;2013-01-16;14267.00000000;6149.00000000;43.09999847
SE;SUDESTE;2013-01-16;200625.00000000;63006.00000000;31.39999962
S;SUL;2013-01-16;19996.00000000;9788.00000000;48.95000076
NE;NORDESTE;2013-01-17;51809.00000000;15403.00000000;29.72999954
N;NORTE;2013-01-17;14267.00000000;6220.00000000;43.59999847
SE;SUDESTE;2013-01-17;200625.00000000;64117.00000000;31.95999908
S;SUL;2013-01-17;19996.00000000;9717.00000000;48.59999847
NE;NORDESTE;2013-01-18;51809.00000000;15395.00000000;29.71999931
N;NORTE;2013-01-18;14267.00000000;6287.00000000;44.06999969
SE;SUDESTE;2013-01-18;200625.00000000;65125.00000000;32.45999908
S;SUL;2013-01-18;19996.00000000;9634.00000000;48.18000031
NE;NORDESTE;2013-01-19;51809.00000000;15290.00000000;29.51000023
N;NORTE;2013-01-19;14267.00000000;6343.00000000;44.45999908
SE;SUDESTE;2013-01-19;200625.00000000;65985.00000000;32.88999939
S;SUL;2013-01-19;19996.00000000;9676.00000000;48.38999939
NE;NORDESTE;2013-01-20;51809.00000000;15500.00000000;29.92000008
N;NORTE;2013-01-20;14267.00000000;6408.00000000;44.90999985
SE;SUDESTE;2013-01-20;200625.00000000;66991.00000000;33.38999939
S;SUL;2013-01-20;19996.00000000;9773.00000000;48.88000107
NE;NORDESTE;2013-01-21;51809.00000000;15549.00000000;30.01000023
N;NORTE;2013-01-21;14267.00000000;6428.00000000;45.04999924
SE;SUDESTE;2013-01-21;200625.00000000;67636.00000000;33.70999908
S;SUL;2013-01-21;19996.00000000;9737.00000000;48.70000076
NE;NORDESTE;2013-01-22;51809.00000000;15629.00000000;30.17000008
N;NORTE;2013-01-22;14267.00000000;6460.00000000;45.27999878
SE;SUDESTE;2013-01-22;200625.00000000;68272.00000000;34.02999878
S;SUL;2013-01-22;19996.00000000;9698.00000000;48.50000000
NE;NORDESTE;2013-01-23;51809.00000000;15809.00000000;30.51000023
N;NORTE;2013-01-23;14267.00000000;6476.00000000;45.38999939
SE;SUDESTE;2013-01-23;200625.00000000;68766.00000000;34.27999878
S;SUL;2013-01-23;19996.00000000;9605.00000000;48.04000092
