id_subsistema;nom_subsistema;ear_data;ear_max_subsistema;ear_verif_subsistema_mwmes;ear_verif_subsistema_percentual
NE;NORDESTE;2015-01-01;51809.00000000;9067.00000000;17.50000000
N;NORTE;2015-01-01;15041.00000000;5089.00000000;33.83000183
SE;SUDESTE;2015-01-01;203343.00000000;39510.00000000;19.43000031
S;SUL;2015-01-01;20100.00000000;12153.00000000;60.45999908
NE;NORDESTE;2015-01-02;51809.00000000;9124.00000000;17.61000061
N;NORTE;2015-01-02;15041.00000000;5135.00000000;34.13999939
SE;SUDESTE;2015-01-02;203343.00000000;39661.00000000;19.50000000
S;SUL;2015-01-02;20100.00000000;12702.00000000;63.18999863
NE;NORDESTE;2015-01-03;51809.00000000;9059.00000000;17.48999977
N;NORTE;2015-01-03;15041.00000000;5159.00000000;34.29999924
SE;SUDESTE;2015-01-03;203343.00000000;39872.00000000;19.61000061
S;SUL;2015-01-03;20100.00000000;13081.00000000;65.08000183
NE;NORDESTE;2015-01-04;51809.00000000;9152.00000000;17.65999985
N;NORTE;2015-01-04;15041.00000000;5194.00000000;34.52999878
SE;SUDESTE;2015-01-04;203343.00000000;40047.00000000;19.69000053
S;SUL;2015-01-04;20100.00000000;13457.00000000;66.94999695
NE;NORDESTE;2015-01-05;51809.00000000;9231.00000000;17.81999969
N;NORTE;2015-01-05;15041.00000000;5193.00000000;34.52999878
SE;SUDESTE;2015-01-05;203343.00000000;39977.00000000;19.65999985
S;SUL;2015-01-05;20100.00000000;13647.00000000;67.90000153
NE;NORDESTE;2015-01-06;51809.00000000;9235.00000000;17.82999992
N;NORTE;2015-01-06;15041.00000000;5177.00000000;34.41999817
SE;SUDESTE;2015-01-06;203343.00000000;39964.00000000;19.64999962
S;SUL;2015-01-06;20100.00000000;13743.00000000;68.37000275
NE;NORDESTE;2015-01-07;51809.00000000;9187.00000000;17.72999954
N;NORTE;2015-01-07;15041.00000000;5183.00000000;34.45999908
SE;SUDESTE;2015-01-07;203343.00000000;39847.00000000;19.60000038
S;SUL;2015-01-07;20100.00000000;13771.00000000;68.51000214
NE;NORDESTE;2015-01-08;51809.00000000;9146.00000000;17.64999962
N;NORTE;2015-01-08;15041.00000000;5159.00000000;34.29999924
SE;SUDESTE;2015-01-08;203343.00000000;39741.00000000;19.54000092
S;SUL;2015-01-08;20100.00000000;13767.00000000;68.48999786
NE;NORDESTE;2015-01-09;51809.00000000;9147.00000000;17.65999985
N;NORTE;2015-01-09;15041.00000000;5151.00000000;34.25000000
SE;SUDESTE;2015-01-09;203343.00000000;39578.00000000;19.45999908
S;SUL;2015-01-09;20100.00000000;13820.00000000;68.76000214
NE;NORDESTE;2015-01-10;51809.00000000;9132.00000000;17.62999916
N;NORTE;2015-01-10;15041.00000000;5205.00000000;34.61000061
SE;SUDESTE;2015-01-10;203343.00000000;39575.00000000;19.45999908
S;SUL;2015-01-10;20100.00000000;13867.00000000;68.98999786
NE;NORDESTE;2015-01-11;51809.00000000;9058.00000000;17.47999954
N;NORTE;2015-01-11;15041.00000000;5254.00000000;34.93000031
SE;SUDESTE;2015-01-11;203343.00000000;39617.00000000;19.47999954
S;SUL;2015-01-11;20100.00000000;14048.00000000;69.88999939
NE;NORDESTE;2015-01-12;51809.00000000;9071.00000000;17.51000023
N;NORTE;2015-01-12;15041.00000000;5226.00000000;34.75000000
SE;SUDESTE;2015-01-12;203343.00000000;39168.00000000;19.26000023
S;SUL;2015-01-12;20100.00000000;14107.00000000;70.18000031
NE;NORDESTE;2015-01-13;51809.00000000;8976.00000000;17.32999992
N;NORTE;2015-01-13;15041.00000000;5216.00000000;34.68000031
SE;SUDESTE;2015-01-13;203343.00000000;38810.00000000;19.09000015
S;SUL;2015-01-13;20100.00000000;14129.00000000;70.29000092
NE;NORDESTE;2015-01-14;51809.00000000;9016.00000000;17.39999962
N;NORTE;2015-01-14;15041.00000000;5200.00000000;34.56999969
SE;SUDESTE;2015-01-14;203343.00000000;38514.00000000;18.94000053
S;SUL;2015-01-14;20100.00000000;14108.00000000;70.19000244
NE;NORDESTE;2015-01-15;51809.00000000;8950.00000000;17.28000069
N;NORTE;2015-01-15;15041.00000000;5186.00000000;34.47999954
SE;SUDESTE;2015-01-15;203343.00000000;38133.00000000;18.75000000
S;SUL;2015-01-15;20100.00000000;14046.00000000;69.87999725
NE;NORDESTE;2015-01-16;51809.00000000;8956.00000000;17.29000092
N;NORTE;2015-01-16;15041.00000000;5167.00000000;34.34999847
SE;SUDESTE;2015-01-16;203343.00000000;37718.00000000;18.54999924
S;SUL;2015-01-16;20100.00000000;13979.00000000;69.55000305
NE;NORDESTE;2015-01-17;51809.00000000;8891.00000000;17.15999985
N;NORTE;2015-01-17;15041.00000000;5184.00000000;34.47000122
SE;SUDESTE;2015-01-17;203343.00000000;37544.00000000;18.45999908
S;SUL;2015-01-17;20100.00000000;13940.00000000;69.34999847
NE;NORDESTE;2015-01-18;51809.00000000;8856.00000000;17.09000015
N;NORTE;2015-01-18;15041.00000000;5264.00000000;35.00000000
SE;SUDESTE;2015-01-18;203343.00000000;37429.00000000;18.40999985
S;SUL;2015-01-18;20100.00000000;13907.00000000;69.19000244
NE;NORDESTE;2015-01-19;51809.00000000;8729.00000000;16.85000038
N;NORTE;2015-01-19;15041.00000000;5259.00000000;34.95999908
SE;SUDESTE;2015-01-19;203343.00000000;36734.00000000;18.06999969
S;SUL;2015-01-19;20100.00000000;13788.00000000;68.59999847
NE;NORDESTE;2015-01-20;51809.00000000;8720.00000000;16.82999992
N;NORTE;2015-01-20;15041.00000000;5252.00000000;34.91999817
SE;SUDESTE;2015-01-20;203343.00000000;36200.00000000;17.79999924
S;SUL;2015-01-20;20100.00000000;13676.00000000;68.04000092
NE;NORDESTE;2015-01-21;51809.00000000;8682.00000000;16.76000023
N;NORTE;2015-01-21;15041.00000000;5236.00000000;34.81000137
SE;SUDESTE;2015-01-21;203343.00000000;35813.00000000;17.61000061
S;SUL;2015-01-21;20100.00000000;13538.00000000;67.34999847
NE;NORDESTE;2015-01-22;51809.00000000;8621.00000000;16.63999939
N;NORTE;2015-01-22;15041.00000000;5204.00000000;34.59999847
SE;SUDESTE;2015-01-22;203343.00000000;35511.00000000;17.45999908
S;SUL;2015-01-22;20100.00000000;13380.00000000;66.56999969
NE;NORDESTE;2015-01-23;51809.00000000;8643.00000000;16.68000031
N;NORTE;2015-01-23;15041.00000000;5189.00000000;34.50000000
SE;SUDESTE;2015-01-23;203343.00000000;35326.00000000;17.37000084
S;SUL;2015-01-23;20100.00000000;13246.00000000;65.90000153
