id_subsistema;nom_subsistema;ear_data;ear_max_subsistema;ear_verif_subsistema_mwmes;ear_verif_subsistema_percentual
NE;NORDESTE;2016-01-01;51809.00000000;2528.00000000;4.88000011
N;NORTE;2016-01-01;15041.00000000;2319.00000000;15.42000008
SE;SUDESTE;2016-01-01;203343.00000000;60871.00000000;29.94000053
S;SUL;2016-01-01;20100.00000000;19723.00000000;98.12999725
NE;NORDESTE;2016-01-02;51809.00000000;2508.00000000;4.84000015
N;NORTE;2016-01-02;15041.00000000;2323.00000000;15.43999958
SE;SUDESTE;2016-01-02;203343.00000000;61197.00000000;30.10000038
S;SUL;2016-01-02;20100.00000000;19631.00000000;97.66999817
NE;NORDESTE;2016-01-03;51809.00000000;2488.00000000;4.80000019
N;NORTE;2016-01-03;15041.00000000;2327.00000000;15.47000027
SE;SUDESTE;2016-01-03;203343.00000000;61622.00000000;30.29999924
S;SUL;2016-01-03;20100.00000000;19567.00000000;97.34999847
NE;NORDESTE;2016-01-04;51809.00000000;2483.00000000;4.78999996
N;NORTE;2016-01-04;15041.00000000;2303.00000000;15.31000042
SE;SUDESTE;2016-01-04;203343.00000000;61902.00000000;30.44000053
S;SUL;2016-01-04;20100.00000000;19584.00000000;97.43000031
NE;NORDESTE;2016-01-05;51809.00000000;2480.00000000;4.78999996
N;NORTE;2016-01-05;15041.00000000;2283.00000000;15.18000031
SE;SUDESTE;2016-01-05;203343.00000000;62273.00000000;30.62000084
S;SUL;2016-01-05;20100.00000000;19603.00000000;97.52999878
NE;NORDESTE;2016-01-06;51809.00000000;2468.00000000;4.76000023
N;NORTE;2016-01-06;15041.00000000;2274.00000000;15.11999989
SE;SUDESTE;2016-01-06;203343.00000000;62621.00000000;30.79999924
S;SUL;2016-01-06;20100.00000000;19552.00000000;97.26999664
NE;NORDESTE;2016-01-07;51809.00000000;2519.00000000;4.86000013
N;NORTE;2016-01-07;15041.00000000;2267.00000000;15.06999969
SE;SUDESTE;2016-01-07;203343.00000000;62964.00000000;30.95999908
S;SUL;2016-01-07;20100.00000000;19511.00000000;97.06999969
NE;NORDESTE;2016-01-08;51809.00000000;2560.00000000;4.94000006
N;NORTE;2016-01-08;15041.00000000;2266.00000000;15.06999969
SE;SUDESTE;2016-01-08;203343.00000000;63159.00000000;31.05999947
S;SUL;2016-01-08;20100.00000000;19480.00000000;96.91999817
NE;NORDESTE;2016-01-09;51809.00000000;2602.00000000;5.01999998
N;NORTE;2016-01-09;15041.00000000;2291.00000000;15.22999954
SE;SUDESTE;2016-01-09;203343.00000000;63640.00000000;31.29999924
S;SUL;2016-01-09;20100.00000000;19479.00000000;96.91000366
NE;NORDESTE;2016-01-10;51809.00000000;2626.00000000;5.07000017
N;NORTE;2016-01-10;15041.00000000;2324.00000000;15.44999981
SE;SUDESTE;2016-01-10;203343.00000000;64265.00000000;31.60000038
S;SUL;2016-01-10;20100.00000000;19375.00000000;96.38999939
NE;NORDESTE;2016-01-11;51809.00000000;2612.00000000;5.03999996
N;NORTE;2016-01-11;15041.00000000;2338.00000000;15.53999996
SE;SUDESTE;2016-01-11;203343.00000000;64622.00000000;31.78000069
S;SUL;2016-01-11;20100.00000000;19238.00000000;95.70999908
NE;NORDESTE;2016-01-12;51809.00000000;2614.00000000;5.05000019
N;NORTE;2016-01-12;15041.00000000;2349.00000000;15.61999989
SE;SUDESTE;2016-01-12;203343.00000000;65087.00000000;32.00999832
S;SUL;2016-01-12;20100.00000000;19255.00000000;95.80000305
NE;NORDESTE;2016-01-13;51809.00000000;2638.00000000;5.09000015
N;NORTE;2016-01-13;15041.00000000;2352.00000000;15.64000034
SE;SUDESTE;2016-01-13;203343.00000000;65921.00000000;32.41999817
S;SUL;2016-01-13;20100.00000000;19273.00000000;95.88999939
NE;NORDESTE;2016-01-14;51809.00000000;2712.00000000;5.23000002
N;NORTE;2016-01-14;15041.00000000;2387.00000000;15.86999989
SE;SUDESTE;2016-01-14;203343.00000000;67462.00000000;33.18000031
S;SUL;2016-01-14;20100.00000000;19278.00000000;95.91000366
NE;NORDESTE;2016-01-15;51809.00000000;2779.00000000;5.36000013
N;NORTE;2016-01-15;15041.00000000;2446.00000000;16.26000023
SE;SUDESTE;2016-01-15;203343.00000000;69300.00000000;34.08000183
S;SUL;2016-01-15;20100.00000000;19264.00000000;95.83999634
NE;NORDESTE;2016-01-16;51809.00000000;2858.00000000;5.51999998
N;NORTE;2016-01-16;15041.00000000;2532.00000000;16.82999992
SE;SUDESTE;2016-01-16;203343.00000000;71278.00000000;35.04999924
S;SUL;2016-01-16;20100.00000000;19220.00000000;95.62000275
NE;NORDESTE;2016-01-17;51809.00000000;2963.00000000;5.71999979
N;NORTE;2016-01-17;15041.00000000;2623.00000000;17.44000053
SE;SUDESTE;2016-01-17;203343.00000000;73352.00000000;36.06999969
S;SUL;2016-01-17;20100.00000000;19261.00000000;95.83000183
NE;NORDESTE;2016-01-18;51809.00000000;3161.00000000;6.09999990
N;NORTE;2016-01-18;15041.00000000;2715.00000000;18.04999924
SE;SUDESTE;2016-01-18;203343.00000000;75331.00000000;37.04999924
S;SUL;2016-01-18;20100.00000000;19216.00000000;95.59999847
NE;NORDESTE;2016-01-19;51809.00000000;3422.00000000;6.61000013
N;NORTE;2016-01-19;15041.00000000;2799.00000000;18.61000061
SE;SUDESTE;2016-01-19;203343.00000000;77156.00000000;37.93999863
S;SUL;2016-01-19;20100.00000000;19181.00000000;95.43000031
NE;NORDESTE;2016-01-20;51809.00000000;3815.00000000;7.36000013
N;NORTE;2016-01-20;15041.00000000;2908.00000000;19.32999992
SE;SUDESTE;2016-01-20;203343.00000000;78864.00000000;38.77999878
S;SUL;2016-01-20;20100.00000000;19128.00000000;95.16999817
NE;NORDESTE;2016-01-21;51809.00000000;4268.00000000;8.23999977
N;NORTE;2016-01-21;15041.00000000;3040.00000000;20.20999908
SE;SUDESTE;2016-01-21;203343.00000000;80522.00000000;39.59999847
S;SUL;2016-01-21;20100.00000000;19052.00000000;94.79000092
NE;NORDESTE;2016-01-22;51809.00000000;4786.00000000;9.23999977
N;NORTE;2016-01-22;15041.00000000;3160.00000000;21.01000023
SE;SUDESTE;2016-01-22;203343.00000000;81960.00000000;40.31000137
S;SUL;2016-01-22;20100.00000000;18969.00000000;94.37000275
NE;NORDESTE;2016-01-23;51809.00000000;5466.00000000;10.55000019
N;NORTE;2016-01-23;15041.00000000;3287.00000000;21.85000038
SE;SUDESTE;2016-01-23;203343.00000000;83295.00000000;40.95999908
S;SUL;2016-01-23;20100.00000000;18900.00000000;94.02999878
NE;NORDESTE;2016-01-24;51809.00000000;5975.00000000;11.52999973
N;NORTE;2016-01-24;15041.00000000;3390.00000000;22.54000092
SE;SUDESTE;2016-01-24;203343.00000000;84413.00000000;41.50999832
S;SUL;2016-01-24;20100.00000000;18901.00000000;94.04000092
NE;NORDESTE;2016-01-25;51809.00000000;6448.00000000;12.44999981
N;NORTE;2016-01-25;15041.00000000;3462.00000000;23.02000046
SE;SUDESTE;2016-01-25;203343.00000000;85150.00000000;41.88000107
S;SUL;2016-01-25;20100.00000000;18828.00000000;93.66999817
NE;NORDESTE;2016-01-26;51809.00000000;6926.00000000;13.36999989
N;NORTE;2016-01-26;15041.00000000;3590.00000000;23.87000084
SE;SUDESTE;2016-01-26;203343.00000000;85866.00000000;42.22999954
S;SUL;2016-01-26;20100.00000000;18722.00000000;93.15000153
NE;NORDESTE;2016-01-27;51809.00000000;7421.00000000;14.31999969
N;NORTE;2016-01-27;15041.00000000;3742.00000000;24.87999916
SE;SUDESTE;2016-01-27;203343.00000000;86655.00000000;42.61999893
S;SUL;2016-01-27;20100.00000000;18692.00000000;93.00000000
NE;NORDESTE;2016-01-28;51809.00000000;7872.00000000;15.18999958
N;NORTE;2016-01-28;15041.00000000;3913.00000000;26.02000046
SE;SUDESTE;2016-01-28;203343.00000000;87526.00000000;43.04000092
S;SUL;2016-01-28;20100.00000000;18650.00000000;92.79000092
NE;NORDESTE;2016-01-29;51809.00000000;8216.00000000;15.85999966
N;NORTE;2016-01-29;15041.00000000;4103.00000000;27.28000069
SE;SUDESTE;2016-01-29;203343.00000000;88371.00000000;43.45999908
S;SUL;2016-01-29;20100.00000000;18582.00000000;92.44999695
NE;NORDESTE;2016-01-30;51809.00000000;8579.00000000;16.55999947
N;NORTE;2016-01-30;15041.00000000;4295.00000000;28.55999947
SE;SUDESTE;2016-01-30;203343.00000000;89399.00000000;43.95999908
S;SUL;2016-01-30;20100.00000000;18572.00000000;92.40000153
NE;NORDESTE;2016-01-31;51809.00000000;8915.00000000;17.20999908
N;NORTE;2016-01-31;15041.00000000;4566.00000000;30.36000061
SE;SUDESTE;2016-01-31;203343.00000000;90350.00000000;44.43000031
S;SUL;2016-01-31;20100.00000000;18708.00000000;93.08000183
NE;NORDESTE;2016-02-01;51809.00000000;9272.00000000;17.89999962
N;NORTE;2016-02-01;15041.00000000;4783.00000000;31.79999924
SE;SUDESTE;2016-02-01;203343.00000000;91073.00000000;44.79000092
S;SUL;2016-02-01;20100.00000000;19049.00000000;94.76999664
NE;NORDESTE;2016-02-02;51809.00000000;9663.00000000;18.64999962
N;NORTE;2016-02-02;15041.00000000;4950.00000000;32.90999985
SE;SUDESTE;2016-02-02;203343.00000000;91779.00000000;45.13999939
S;SUL;2016-02-02;20100.00000000;19383.00000000;96.43000031
NE;NORDESTE;2016-02-03;51809.00000000;10137.00000000;19.56999969
N;NORTE;2016-02-03;15041.00000000;5099.00000000;33.90000153
SE;SUDESTE;2016-02-03;203343.00000000;92346.00000000;45.40999985
S;SUL;2016-02-03;20100.00000000;19467.00000000;96.84999847
NE;NORDESTE;2016-02-04;51809.00000000;10504.00000000;20.27000046
N;NORTE;2016-02-04;15041.00000000;5228.00000000;34.75999832
SE;SUDESTE;2016-02-04;203343.00000000;92925.00000000;45.70000076
S;SUL;2016-02-04;20100.00000000;19541.00000000;97.22000122
NE;NORDESTE;2016-02-05;51809.00000000;10884.00000000;21.01000023
N;NORTE;2016-02-05;15041.00000000;5331.00000000;35.43999863
SE;SUDESTE;2016-02-05;203343.00000000;93389.00000000;45.93000031
S;SUL;2016-02-05;20100.00000000;19586.00000000;97.44000244
NE;NORDESTE;2016-02-06;51809.00000000;11200.00000000;21.62000084
N;NORTE;2016-02-06;15041.00000000;5444.00000000;36.18999863
SE;SUDESTE;2016-02-06;203343.00000000;93970.00000000;46.20999908
S;SUL;2016-02-06;20100.00000000;19605.00000000;97.54000092
NE;NORDESTE;2016-02-07;51809.00000000;11613.00000000;22.42000008
N;NORTE;2016-02-07;15041.00000000;5634.00000000;37.45999908
SE;SUDESTE;2016-02-07;203343.00000000;94430.00000000;46.43999863
S;SUL;2016-02-07;20100.00000000;19665.00000000;97.83999634
NE;NORDESTE;2016-02-08;51809.00000000;11943.00000000;23.04999924
N;NORTE;2016-02-08;15041.00000000;5792.00000000;38.50999832
SE;SUDESTE;2016-02-08;203343.00000000;94878.00000000;46.65999985
S;SUL;2016-02-08;20100.00000000;19549.00000000;97.26000214
NE;NORDESTE;2016-02-09;51809.00000000;12338.00000000;23.80999947
N;NORTE;2016-02-09;15041.00000000;5918.00000000;39.34999847
SE;SUDESTE;2016-02-09;203343.00000000;95286.00000000;46.86000061
S;SUL;2016-02-09;20100.00000000;19524.00000000;97.13999939
NE;NORDESTE;2016-02-10;51809.00000000;12713.00000000;24.54000092
N;NORTE;2016-02-10;15041.00000000;5939.00000000;39.49000168
SE;SUDESTE;2016-02-10;203343.00000000;95650.00000000;47.04000092
S;SUL;2016-02-10;20100.00000000;19501.00000000;97.01999664
NE;NORDESTE;2016-02-11;51809.00000000;12991.00000000;25.06999969
