id_subsistema;nom_subsistema;ear_data;ear_max_subsistema;ear_verif_subsistema_mwmes;ear_verif_subsistema_percentual
NE;NORDESTE;2004-01-01;49967.00000000;6897.00000000;13.80000019
N;NORTE;2004-01-01;12311.00000000;2212.00000000;17.96999931
SE;SUDESTE;2004-01-01;177575.00000000;66391.00000000;37.38999939
S;SUL;2004-01-01;15386.00000000;12925.00000000;84.01000214
NE;NORDESTE;2004-01-02;49967.00000000;6968.00000000;13.94999981
N;NORTE;2004-01-02;12311.00000000;2238.00000000;18.18000031
SE;SUDESTE;2004-01-02;177575.00000000;66810.00000000;37.61999893
S;SUL;2004-01-02;15386.00000000;13175.00000000;85.62999725
NE;NORDESTE;2004-01-03;49967.00000000;6946.00000000;13.89999962
N;NORTE;2004-01-03;12311.00000000;2272.00000000;18.45000076
SE;SUDESTE;2004-01-03;177575.00000000;67268.00000000;37.88000107
S;SUL;2004-01-03;15386.00000000;13409.00000000;87.15000153
NE;NORDESTE;2004-01-04;49967.00000000;6970.00000000;13.94999981
N;NORTE;2004-01-04;12311.00000000;2292.00000000;18.62000084
SE;SUDESTE;2004-01-04;177575.00000000;67703.00000000;38.13000107
S;SUL;2004-01-04;15386.00000000;13645.00000000;88.69000244
NE;NORDESTE;2004-01-05;49967.00000000;6981.00000000;13.97000027
N;NORTE;2004-01-05;12311.00000000;2322.00000000;18.86000061
SE;SUDESTE;2004-01-05;177575.00000000;68046.00000000;38.31999969
S;SUL;2004-01-05;15386.00000000;13722.00000000;89.19000244
NE;NORDESTE;2004-01-06;49967.00000000;7045.00000000;14.10000038
N;NORTE;2004-01-06;12311.00000000;2339.00000000;19.00000000
SE;SUDESTE;2004-01-06;177575.00000000;67984.00000000;38.27999878
S;SUL;2004-01-06;15386.00000000;13813.00000000;89.77999878
NE;NORDESTE;2004-01-07;49967.00000000;7145.00000000;14.30000019
N;NORTE;2004-01-07;12311.00000000;2358.00000000;19.14999962
SE;SUDESTE;2004-01-07;177575.00000000;68184.00000000;38.40000153
S;SUL;2004-01-07;15386.00000000;13902.00000000;90.36000061
NE;NORDESTE;2004-01-08;49967.00000000;7213.00000000;14.43999958
N;NORTE;2004-01-08;12311.00000000;2381.00000000;19.34000015
SE;SUDESTE;2004-01-08;177575.00000000;68431.00000000;38.54000092
S;SUL;2004-01-08;15386.00000000;13943.00000000;90.62000275
NE;NORDESTE;2004-01-09;49967.00000000;7309.00000000;14.63000011
N;NORTE;2004-01-09;12311.00000000;2413.00000000;19.60000038
SE;SUDESTE;2004-01-09;177575.00000000;69392.00000000;39.08000183
S;SUL;2004-01-09;15386.00000000;13915.00000000;90.44000244
NE;NORDESTE;2004-01-10;49967.00000000;7400.00000000;14.81000042
N;NORTE;2004-01-10;12311.00000000;2433.00000000;19.76000023
SE;SUDESTE;2004-01-10;177575.00000000;70510.00000000;39.70999908
S;SUL;2004-01-10;15386.00000000;13882.00000000;90.23000336
NE;NORDESTE;2004-01-11;49967.00000000;7634.00000000;15.27999973
N;NORTE;2004-01-11;12311.00000000;2472.00000000;20.07999992
SE;SUDESTE;2004-01-11;177575.00000000;71417.00000000;40.22000122
S;SUL;2004-01-11;15386.00000000;13892.00000000;90.29000092
NE;NORDESTE;2004-01-12;49967.00000000;8060.00000000;16.12999916
N;NORTE;2004-01-12;12311.00000000;2509.00000000;20.37999916
SE;SUDESTE;2004-01-12;177575.00000000;72122.00000000;40.61000061
S;SUL;2004-01-12;15386.00000000;13852.00000000;90.02999878
NE;NORDESTE;2004-01-13;49967.00000000;8347.00000000;16.70999908
N;NORTE;2004-01-13;12311.00000000;2547.00000000;20.69000053
SE;SUDESTE;2004-01-13;177575.00000000;72806.00000000;41.00000000
S;SUL;2004-01-13;15386.00000000;13788.00000000;89.62000275
NE;NORDESTE;2004-01-14;49967.00000000;8762.00000000;17.54000092
N;NORTE;2004-01-14;12311.00000000;2580.00000000;20.95999908
SE;SUDESTE;2004-01-14;177575.00000000;73536.00000000;41.40999985
S;SUL;2004-01-14;15386.00000000;13724.00000000;89.19999695
NE;NORDESTE;2004-01-15;49967.00000000;9016.00000000;18.04000092
N;NORTE;2004-01-15;12311.00000000;2614.00000000;21.22999954
SE;SUDESTE;2004-01-15;177575.00000000;74011.00000000;41.68000031
S;SUL;2004-01-15;15386.00000000;13631.00000000;88.59999847
NE;NORDESTE;2004-01-16;49967.00000000;9504.00000000;19.02000046
N;NORTE;2004-01-16;12311.00000000;2652.00000000;21.54000092
SE;SUDESTE;2004-01-16;177575.00000000;74525.00000000;41.97000122
S;SUL;2004-01-16;15386.00000000;13552.00000000;88.08000183
NE;NORDESTE;2004-01-17;49967.00000000;9898.00000000;19.80999947
N;NORTE;2004-01-17;12311.00000000;2775.00000000;22.54000092
SE;SUDESTE;2004-01-17;177575.00000000;75044.00000000;42.25999832
S;SUL;2004-01-17;15386.00000000;13470.00000000;87.55000305
NE;NORDESTE;2004-01-18;49967.00000000;10279.00000000;20.56999969
N;NORTE;2004-01-18;12311.00000000;2884.00000000;23.43000031
SE;SUDESTE;2004-01-18;177575.00000000;75484.00000000;42.50999832
S;SUL;2004-01-18;15386.00000000;13451.00000000;87.43000031
NE;NORDESTE;2004-01-19;49967.00000000;10511.00000000;21.04000092
N;NORTE;2004-01-19;12311.00000000;2981.00000000;24.20999908
SE;SUDESTE;2004-01-19;177575.00000000;75751.00000000;42.65999985
S;SUL;2004-01-19;15386.00000000;13305.00000000;86.48000336
NE;NORDESTE;2004-01-20;49967.00000000;10859.00000000;21.72999954
N;NORTE;2004-01-20;12311.00000000;3086.00000000;25.06999969
